# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1415056566;sdb;930.53;6677.33;450183.20;490.97;1.12;1.21;0.17;15.44
axle;60;1415056566;sda;6.03;202.40;79.73;46.76;0.01;0.87;0.67;0.41
axle;60;1415056626;sdb;552.77;6728.27;256249.87;475.75;0.76;1.38;0.23;12.51
axle;60;1415056626;sda;5.32;5.07;84.80;16.90;0.00;0.46;0.24;0.13
axle;60;1415056686;sdb;346.43;6793.33;143745.87;434.54;0.32;0.92;0.17;6.05
axle;60;1415056686;sda;6.50;0.00;101.47;15.61;0.00;0.67;0.42;0.27
axle;60;1415056746;sdb;404.20;6798.13;174225.07;447.86;0.45;1.11;0.20;7.99
axle;60;1415056746;sda;4.92;0.00;74.13;15.08;0.00;0.56;0.39;0.19
axle;60;1415056806;sdb;374.98;6781.20;158978.53;442.05;0.43;1.16;0.21;7.89
axle;60;1415056806;sda;13.20;0.00;175.73;13.31;0.01;0.47;0.22;0.29
axle;60;1415056866;sdb;631.10;6171.33;315594.13;509.85;16.65;26.38;0.29;18.32
axle;60;1415056866;sda;3.32;0.67;53.47;16.32;0.00;0.06;0.06;0.02
axle;60;1415056926;sdb;234.43;6769.33;85549.33;393.79;0.31;1.32;0.32;7.45
axle;60;1415056926;sda;3.33;1.60;50.53;15.64;0.00;0.18;0.16;0.05
axle;60;1415056986;sdb;154.80;6744.00;43881.33;327.04;0.16;1.05;0.28;4.39
axle;60;1415056986;sda;12.30;0.00;171.47;13.94;0.00;0.10;0.07;0.08
axle;60;1415057046;sdb;250.95;6624.27;97220.80;413.81;0.33;1.31;0.28;6.93
axle;60;1415057046;sda;3.00;0.13;47.33;15.82;0.00;0.07;0.07;0.02
axle;60;1415057106;sdb;177.72;6764.67;56214.40;354.38;0.19;1.09;0.33;5.85
axle;60;1415057106;sda;3.38;9.73;48.53;17.22;0.00;0.53;0.32;0.11
axle;60;1415057166;sdb;124.65;6855.73;24879.33;254.59;0.09;0.69;0.31;3.83
axle;60;1415057166;sda;3.18;0.00;50.80;15.96;0.00;0.02;0.02;0.01
axle;60;1415057226;sdb;118.10;6778.80;23707.87;258.14;0.10;0.88;0.31;3.62
axle;60;1415057226;sda;3.47;7.33;48.00;15.96;0.00;0.42;0.19;0.07
